Cat1,Org1,Cat2,Cat3/Org2,Org3
State & UTs,['Gujarat'],Department,"['Home Department, Gujarat']","['Police Commissioners Office, Vadodara', 'http://www.cpvadodara.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Home Department, Gujarat']","['Porbandar District Police Office', 'http://spporbandar.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Home Department, Gujarat']","['Rajkot District Police Office', 'http://sprajkot.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Home Department, Gujarat']","['Sabarkantha District Police Office, Gujarat', 'http://spsabarkantha.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Home Department, Gujarat']","['Surat District Police Office', 'http://spsurat.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Home Department, Gujarat']","['Surendranagar District Police Office', 'http://spsurendranagar.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Home Department, Gujarat']","['Vadodara District Police Office', 'http://spvadodara.gujarat.gov.in/spvadodara', '']"
State & UTs,['Gujarat'],Department,"['Home Department, Gujarat']","['Valsad District Police Office', 'http://spvalsad.gujarat.gov.in/spvalsad', '']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['Centre for Entrepreneurship Development, Gandhinagar, Gujarat', 'https://www.ced.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['Commissioner of Cottage & Rural Industries, Gujara', 'http://www.cottage.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['Commissioner of Geology and Mining, Gujarat', 'https://cgm.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['Gujarat Mineral Research Development Society (GMRDS)', 'http://www.gmrds.gujarat.gov.in', 'GMRDS ']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['Craft of Gujarat, INDEXT-C, Industrial Extension Cottage, Gujarat', 'http://craftofgujarat.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['Dholera SIR - Special Investment Region (SIR), Gujarat', 'http://dholerasir.com', 'SIR ']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['Garvi Gurjari(e-store) by Gujarat State Handloom & Handicrafts Development Corporation Ltd.,', 'https://garvigurjari.gujarat.gov.in', 'e-store ']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['Gujarat Industrial Investment Corporation Limited (GIIC)', 'http://www.giic.gujarat.gov.in', 'GIIC ']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['Gujarat Industries Power Company Limited (GIPCL), Vadodara', 'http://www.gipcl.com', 'GIPCL ']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['Gujarat Infrastructure Development Board (GIDB)', 'http://www.gidb.org', 'GIDB ']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['Notified Area Authority, Vapi, Gujarat', 'https://naavapi.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['Gujarat Rajya Khadi Gramodyog Board, Ahmedabad', 'http://www.khadigujarat.in', '']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['iNDEXTb - Industrial Extension Bureau, Virtual Exhibition Portal, Gandhinagar, Gujarat', 'http://www.gujexim.com', '']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['Industries Commissionerate, Gujarat', 'http://ic.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Industries and Mines Department, Gujarat']","['Investor Facilitation Portal (IFP), Gujarat', 'https://ifp.gujarat.gov.in', 'IFP ']"
State & UTs,['Gujarat'],Department,"['Information and Broadcasting Department, Gujarat']","['Commissionerate of Entertainment Tax, Gujarat', 'http://cet.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Information and Broadcasting Department, Gujarat']","['Dhirubhai Ambani Institute of Information and Communication Technology, Gandhinagar, Gujarat', 'http://www.daiict.ac.in', '']"
State & UTs,['Gujarat'],Department,"['Information and Broadcasting Department, Gujarat']","['Gujarat Informatics Limited (GIL)', 'http://gil.gujarat.gov.in', 'GIL ']"
State & UTs,['Gujarat'],Department,"['Information and Broadcasting Department, Gujarat']","['Gujarat State Wide Area Network (GSWAN)', 'http://www.gswan.gov.in', 'GSWAN ']"
State & UTs,['Gujarat'],Department,"['Labour and Employment Department, Gujarat']","['Commissionerate of Labour, Labour & Employment Department, Government of Gujarat', 'https://www.col.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Labour and Employment Department, Gujarat']","['Directorate of Boilers, Gujarat', 'http://boiler.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Labour and Employment Department, Gujarat']","['Directorate of Employment & Training, Gujarat', 'http://employment.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Labour and Employment Department, Gujarat']","['Directorate of Industrial Safety and Health, Gujarat', 'http://dish.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Labour and Employment Department, Gujarat']","['Employee Market Information, Gandhi Nagar, Gujarat', 'http://emi.guj.nic.in', '']"
State & UTs,['Gujarat'],Department,"['Labour and Employment Department, Gujarat']","['Gujarat Subordinate Services Selection Board', 'http://www.gsssb.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Labour and Employment Department, Gujarat']","['Mahatma Gandhi Labour Institute', 'https://mgli.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Labour and Employment Department, Gujarat']","['Rural Labour Commissionerate, Gujarat', 'http://rlc.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Legal Department, Gujarat']",[]
State & UTs,['Gujarat'],Department,"['Legislative and Parliamentary Affairs Department, Gujarat']",[]
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Agricultural Technology Management Agency (ATMA) Directorate and SAMETI, Gujarat', 'https://atma.gujarat.gov.in', 'ATMA ']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Anand Agricultural University, Gujarat', 'http://www.aau.in', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Commissioner of Fisheries, Gujarat', 'http://www.cof.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Directorate of Agriculture, Gujarat', 'http://dag.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Directorate of Animal Husbandry, Gujarat', 'http://doah.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gujarat Livestock Development Board (GLDB)', 'http://gldb.gujarat.gov.in', 'GLDB ']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gauseva and Gauchar Vikas Board, Gujarat', 'http://gauseva.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gujarat Agro Industries Corporation Limited (GAIC), Ahmedabad', 'https://www.gaic.gujarat.gov.in', 'GAIC ']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gujarat Fisheries Central Co-operative Association Limited (GFCCA)', 'http://gfcca.gujarat.gov.in', 'GFCCA ']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gujarat Green Revolution Company Limited, Vadodara', 'http://www.ggrc.co.in', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gujarat State Agricultural Marketing Board', 'https://www.gsamb.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gujarat State Agricultural Universities Common Admission 2012 - 2013 (GSAUCA)', 'http://gsauca.in', 'GSAUCA ']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gujarat State Co-operative Tribunal', 'http://gscot.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gujarat State Fertilizers Co-operative Limited (GSFC)', 'http://www.gsfclimited.com', 'GSFC ']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gujarat State Seed Certification Agency, Ahmedabad', 'http://gssca.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gujarat State Seed Corporation Limited', 'http://www.gurabini.com', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gujarat State Sheep & Wool Development Corporation Limited', 'https://gusheel.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gujarat State Warehousing Corporation', 'https://gswc.gujarat.gov.in/index.htm', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gujarat Veterinary Council, Gandhinagar', 'http://gvc.org.in', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Gurabini - Gujarat State Seeds Corporation Limited', 'http://www.gurabini.com', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Krushi Mahotsav, Directorate of Agriculture, Gujarat', 'http://km.guj.nic.in', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Navsari Agricultural University, Navsari, Gujarat', 'http://www.nau.in', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Registrar of Co-Operative Societies, Gujarat', 'http://rcs.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Agriculture, Farmers Welfare and Cooperation Department, Gujarat']","['Soil Health Card Program (SHC), Gujarat', 'http://www.shc.gujarat.gov.in', 'SHC ']"
State & UTs,['Gujarat'],Department,"['Civil Aviation Department, Gujarat']","['Director Civil Aviation, Government of Gujarat', 'http://www.cad.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Civil Aviation Department, Gujarat']","['Gujarat State Aviation Infrastructure Company Limited (GUJSAIL)', 'https://gujsail.gujarat.gov.in', 'GUJSAIL ']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Admission Committee for Professional Diploma Courses (ACPDC), Ahmedabad', 'http://www.acpdc.in', 'ACPDC ']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Central University of Gujarat, Gandhinagar', 'http://www.cug.ac.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Commissionerate of Higher Education', 'http://gujarat-education.gov.in/higher/index.htm', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Commissionerate of Schools, Gujarat', 'http://cos.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Commissionerate of Technical Education, Gujarat', 'http://dte.gswan.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Department of Microbiology and Biotechnology Centre, Maharaja Sayajirao University of Baroda (MSUB)', 'http://www.bcmsu.ac.in', 'MSUB ']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Directorate of Technical Education, Gujarat', 'http://www.gujacpc.nic.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['District Institute Of Education and Training (DIET), Surat, Gujarat', 'http://www.dietsurat.org', 'DIET ']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['District Institute of Education and Training, Santrampur, Gujarat', 'http://www.dietsantrampur.org/index1.html', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['District Primary Education Project, Gujarat', 'http://dpegujarat.nic.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Formbook Online Application, Government of Gujarat', 'http://formbook.gswan.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Government Engineering College, Modasa, Gandhinagar, Gujarat', 'http://www.gecmodasa.ac.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Government Engineering College, Sector - 28, Gandhinagar', 'http://www.gecg28.ac.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Government Polytechnic, Gandhinagar, Gujarat', 'http://www.polytechnicgnr.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Government Polytechnic, Jamnagar', 'http://www.gpjam.com', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Gujarat Arts and Commerce College (Evening), Ahmedabad', 'http://www.gacc.in', 'Evening ']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Gujarat Council of Educational Research and Training, Gandhinagar', 'http://gcert.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Gujarat Institute of Educational Technology', 'http://gujarat-education.gov.in/giet', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Gujarat Knowledge Society, Gandhinagar', 'http://www.gksgujarat.org', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Gujarat Technological University, Ahmedabad', 'http://www.gtu.ac.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Gujarat University', 'https://www.gujaratuniversity.ac.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Gujarat Vidyapith', 'http://www.gujaratvidyapith.ac.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Gunotsav, Education Department, Gujarat', 'http://www.gunotsav.org', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Hemchandracharya North Gujarat University', 'http://www.ngu.ac.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['HNGU Counseling - Hemchandracharya North Gujarat University (HNGU), Gujarat', 'http://hnguadmission.nic.in', 'HNGU ']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Indian Institute of Teacher Education (IITE), Gandhinagar, Gujarat', 'http://www.iite.ac.in', 'IITE ']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Industrial Training Institute (ITI), Bhavnagar, Gujarat', 'http://www.itibhavnagar.org', 'ITI ']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Industrial Training Institute (ITI), Vyara, Gujarat', 'http://www.itivyara.org.in', 'ITI ']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Kadi Sarva Vishwavidyalaya, Gandhinagar, Gujarat', 'http://www.ksvuniversity.org.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Kilachand Devchand Polytechnic (KDP), Patan, Gujarat', 'http://www.kdppatan.org.in', 'KDP ']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Knowledge Consortium of Gujarat (KCG)', 'http://kcg.gujarat.gov.in', 'KCG ']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Lukhdhirji Engineering College, Rajkot, Gujarat', 'http://www.lecollege.org', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Maharaja Krishnakumarsinhji Bhavnagar University, Gujarat', 'https://www.mkbhavuni.edu.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Raksha Shakti University, Ahmedabad', 'http://rakshashaktiuniversity.edu.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Sardar vallabhbhai Patel Institute of Technology, Vasad, Gujarat', 'http://www.svitvasad.ac.in', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Sarva Shiksha Abhiyan (SSA), Gujarat', 'http://gujarat-education.gov.in/ssa', 'SSA ']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Migration Monitoring System - Sarva Shiksha Abhiyan (SSA), Gujarat', 'http://ssagujarat.org', 'SSA ']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Saurashtra University, Rajkot, Gujarat', 'http://www.saurashtrauniversity.edu', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Shree Somnath Sanskrit University, Junagadh', 'http://shreesomnathsanskrituniversity.info', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Society for Creation of Opportunity through Proficiency in English (SCOPE), Gujarat', 'http://www.scopegujarat.org', 'SCOPE ']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['University Library, Veer Narmad South Gujarat University', 'http://www.vnsgulibrary.org', '']"
State & UTs,['Gujarat'],Department,"['Education Department, Gujarat']","['Vishwakarma Government Engineering College Chandkheda, Gandhinagar', 'http://www.vgecg.ac.in', '']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Chief Electrical Inspector (CEICED), Energy and Petrochemicals Department, Gujarat', 'http://ceiced.gujarat.gov.in', 'CEICED ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Directorate of Petroleum (DoP), Gujarat', 'http://www.dopgujarat.in', 'DoP ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Gujarat Alkalies and Chemicals Limited (GACL), Vadodara', 'http://www.gacl.com', 'GACL ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Gujarat Electricity Board (GEB) - Gujarat Urja Vikas Nigam Limited (GUVNL)', 'http://www.gseb.com', 'GEB GUVNL ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Dakshin Gujarat Vij Company Limited (DGVCL), Surat', 'http://www.dgvcl.com', 'DGVCL ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Gujarat Energy Training and Research Institute (GETRI), Vadodara', 'http://getri.org', 'GETRI ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Gujarat Energy Transmission Corporation Limited (GETCO), Vadodara', 'http://getco.co.in', 'GETCO ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['State Load Despatch Centre (SLDC), Gujarat', 'https://www.sldcguj.com', 'SLDC ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Madhya Gujarat Vij Company Limited (MGVCL), Vadodara', 'http://www.mgvcl.com', 'MGVCL ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Paschim Gujarat Vij Company Limited (PGVCL)', 'http://www.pgvcl.com', 'PGVCL ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Uttar Gujarat Vij Company Limited (UGVCL), Mehsana', 'http://www.ugvcl.com', 'UGVCL ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Gujarat Electricity Regulatory Commission', 'http://www.gercin.org', '']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Gujarat Energy Development Agency (GEDA), Gandhinagar', 'http://geda.gujarat.gov.in', 'GEDA ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Gujarat Power Corporation Limited (GPCL)', 'http://gpcl.gujarat.gov.in', 'GPCL ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Gujarat State Electricity Corporation Limited (GSECL), Vadodara', 'http://www.gsecl.in', 'GSECL ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Gujarat State Petroleum Corporation (GSPC) - Gas Company Limited', 'http://www.gspcgroup.com/company_detail.php?CID=3', 'GSPC ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Gujarat State Petroleum Corporation Limited (GSPC), Gandhinagar', 'http://www.gspcgroup.com', 'GSPC ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Gujarat State Petronet Limited (GSPL), Gandhinagar', 'http://www.gspcgroup.com/company_detail.php?CID=2', 'GSPL ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Gujarat State Energy Generation Limited (GSEG)', 'http://www.gspcgroup.com/company_detail.php?CID=5', 'GSEG ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Guj Info Petro Limited (GIPL), Gandhinagar', 'http://www.gipl.in', 'GIPL ']"
State & UTs,['Gujarat'],Department,"['Energy and Petro Chemicals Department, Gujarat']","['Sabarmati Gas Limited, Gandhinagar, Gujarat', 'http://www.sabarmatigas.in', '']"
State & UTs,['Gujarat'],Department,"['Finance Department, Gujarat']","['Cyber Treasury Portal, Gujarat', 'https://cybertreasury.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Finance Department, Gujarat']","['Gujarat Commercial Tax', 'http://www.commercialtax.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Finance Department, Gujarat']","['Gujarat State Financial Corporation', 'http://gsfc.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Finance Department, Gujarat']","['Gujarat State Financial Services Limited (GSFS), Ahmedabad', 'http://www.gsfs.co.in', 'GSFS ']"
State & UTs,['Gujarat'],Department,"['Food, Civil Supplies and Consumer Affairs Department, Gujarat']","['Consumer Disputes Redressal Commission, Gujarat', 'http://cdrc.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Food, Civil Supplies and Consumer Affairs Department, Gujarat']","['Controller Legal Metrology and Director Consumer Affairs, Gujarat', 'http://lmdca.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Food, Civil Supplies and Consumer Affairs Department, Gujarat']","['Directorate of Food and Civil Supplies', 'https://www.dcs-dof.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Food, Civil Supplies and Consumer Affairs Department, Gujarat']","['Drugs Manufacturing Licence - IDMLA, Food and Drugs Control Administration, Gujarat', 'https://idmla.guj.nic.in', '']"
State & UTs,['Gujarat'],Department,"['Food, Civil Supplies and Consumer Affairs Department, Gujarat']","['Gujarat Co - operative Milk Marketing Federation Limited (AMUL)', 'http://www.amul.com', 'AMUL ']"
State & UTs,['Gujarat'],Department,"['Food, Civil Supplies and Consumer Affairs Department, Gujarat']","['Gujarat State Civil Supplies Corporation Limited', 'http://gscscl.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Food, Civil Supplies and Consumer Affairs Department, Gujarat']","['iPDS Portal, Public Distribution System, Gujarat', 'http://ipds.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['Forests and Environment Department, Gujarat']","['ENVIS Centre, Gujarat', 'http://gujenvis.nic.in', '']"
State & UTs,['Gujarat'],Department,"['Forests and Environment Department, Gujarat']","['Gujarat Cleaner Production Centre (GCPC), Gandhinagar', 'http://www.gcpcgujarat.org.in', 'GCPC ']"
State & UTs,['Gujarat'],Department,"['Forests and Environment Department, Gujarat']","['Gujarat Ecological Education and Research (GEER) Foundation', 'http://www.geerfoundation.gujarat.gov.in', 'GEER ']"
State & UTs,['Gujarat'],Department,"['Forests and Environment Department, Gujarat']","['Gujarat Ecology Commission (GEC)', 'http://www.gec.gujarat.gov.in', 'GEC ']"
State & UTs,['Gujarat'],Department,"['Forests and Environment Department, Gujarat']","['Gujarat Ecology Commission (GEC), Integrated Coastal Zone Management Project (ICZMP)', 'http://www.geciczmp.com', 'GEC ICZMP ']"
State & UTs,['Gujarat'],Department,"['Forests and Environment Department, Gujarat']","['Gujarat Environment Management Institute (GEMI)', 'https://gemi.gujarat.gov.in', 'GEMI ']"
State & UTs,['Gujarat'],Department,"['Forests and Environment Department, Gujarat']","['Gujarat Marine National Park and Marine Sanctuary Conservation Society (MNPCS)', 'http://mnpcs.gov.in', 'MNPCS ']"
State & UTs,['Gujarat'],Department,"['Forests and Environment Department, Gujarat']","['Gujarat Mineral Development Corporation Limited, Ahmedabad', 'http://www.gmdcltd.com', '']"
State & UTs,['Gujarat'],Department,"['Forests and Environment Department, Gujarat']","['Gujarat Pollution Control Board (GPCB)', 'http://www.gpcb.gov.in', 'GPCB ']"
State & UTs,['Gujarat'],Department,"['Forests and Environment Department, Gujarat']","['Gujarat State Forest Development Corporation Limited (GSFDC), Vadodara', 'http://gsfdcltd.co.in', 'GSFDC ']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Administrative Reforms and Training Division, General Administration Department, Gujarat', 'http://artd.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Banaskantha Collectorate, Gujarat', 'http://collectorbk.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Bhavnagar Collectorate', 'http://collectorbhavnagar.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Dahod Collectorate, Gujarat', 'http://collectordahod.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Dang Collectorate, Gujarat', 'http://collectordangs.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Directorate of Economics and Statistics, Gujarat', 'http://gujecostat.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Gujarat Bhawan and Office of the Resident Commissioner, New Delhi', 'https://gujaratbhawan.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Gujarat Public Service Commission', 'https://www.gpsc.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Gujarat Social Infrastructure Development Society (GSIDS)', 'http://gujhd.gujarat.gov.in', 'GSIDS ']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Gujarat State Haj Committee', 'https://haj.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Kheda Collectorate, Gujarat', 'http://collectorkheda.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Kutch Collectorate, Gujarat', 'http://collectorkutch.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Mehsana Collectorate, Gujarat', 'http://collectormehsana.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Narmada Collectorate, Gujarat', 'http://collectornarmada.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Navsari Collectorate, Gujarat', 'http://collectornavsari.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Planning Division, General Administration Department, Gujarat', 'http://planning.gujarat.gov.in', '']"
State & UTs,['Gujarat'],Department,"['General Administration Department, Gujarat']","['Integrated Online Junction on Net for Decentralised District Planning (iOjN 4 Planning), Gujarat', 'http://iojn.guj.nic.in', 'iOjN 4 Planning ']"
