Cat1,Org1,Cat2,Cat3/Org2,Org3
State & UTs,['Tamil Nadu'],Board / Undertaking,Societies,"['Transplant Authority of Tamil Nadu', 'https://transtan.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Attached Offices,"['Government Tenders, Tamil Nadu', 'http://www.tenders.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Attached Offices,"['Tamil Nadu Energy Development Agency (TEDA)', 'http://www.teda.in', 'TEDA ']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Commissionerate of Municipal Administration, Tamil Nadu', 'http://cma.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Co-operative Audit Department, Tamil Nadu', 'http://www.tn.gov.in/coopaudit', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Department of Animal Husbandry and Veterinary Services', 'https://ahd.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Department of Fisheries, Tamil Nadu', 'http://www.fisheries.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Department of Treasuries and Accounts', 'http://www.tn.gov.in/karuvoolam', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Boilers, Tamil Nadu', 'http://www.boilers.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Collegiate Education, Tamil Nadu', 'http://www.tndce.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Elementary Education', 'http://www.tn.gov.in/dee', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Employment and Training, Government of Tamil Nadu', 'https://employmentexchange.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"[""Directorate of Ex-Servicemen's Welfare, Government of Tamil Nadu"", 'https://esmwel.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Government Examinations, Tamil Nadu', 'http://www.dge.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Horticulture and Plantation Crops, Government of Tamil Nadu', 'http://tnhorticulture.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Industrial Safety and Health, Tamil Nadu', 'https://dish.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Industries and Commerce, Tamil Nadu', 'http://www.indcom.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Pension Tamil Nadu', 'http://www.tn.gov.in/dop', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Prosecution', 'http://www.prosecution.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of School Education', 'http://www.tn.gov.in/schoolsyllabus', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Sericulture, Tamil Nadu', 'http://www.tnsericulture.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Small Savings, Tamil Nadu', 'http://www.tnsmallsavings.com', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Social Welfare  Child Adoption, Tamil Nadu', 'http://www.tn.gov.in/adoption', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Social Welfare, Govt. of Tamil Nadu', 'http://www.tnsocialwelfare.org', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Teacher Education, Research and Training (DTERT), Tamil Nadu', '', 'DTERT ']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Technical Education, Tamil Nadu', 'http://www.tndte.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Town and Country Planning', 'http://www.tn.gov.in/tcp', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Town Panchayats, Tamil Nadu', 'http://www.tn.gov.in/dtp', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Directorate of Vigilance and Anti Corruption, Tamil Nadu', 'http://www.dvac.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Food Safety and Drug Administration Department, Tamil Nadu', 'http://www.drugscontrol.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Forest Department, Tamil Nadu', 'http://www.forests.tn.nic.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Highways Department, Tamil Nadu', 'http://www.tnhighways.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Information and Public Relations Department, Chennai, Tamilnadu', 'http://www.tndipr.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Social Defence Department, Tamil Nadu', 'http://www.socialdefence.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Tamil Nadu Motor Vehicles Maintenance Department', 'http://www.tnmvmd.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Directorates / Commissionerates,"['Transport Commissionerate and State Transport Authority, Tamil Nadu', 'https://tnsta.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Affiliated Organizations,"['ePayment System, Registration Department, Tamil Nadu', 'https://tnregipayment.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Public Distribution System (PDS), Government of Tamil Nadu', 'http://tnpds.gov.in', 'PDS ']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Sports Development Authority of Tamil Nadu (SDAT)', 'https://www.sdat.tn.gov.in', 'SDAT ']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Tamil Nadu House, New Delhi', 'https://tnhouse.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Tamil Nadu Police ', 'http://www.tnpolice.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Tamil Nadu Transmission Corporation Limited (TANTRANSCO)', 'http://www.tantransco.gov.in', 'TANTRANSCO ']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Divisions / Units / Wings,"['Water Resources Department PWD', 'http://www.wrd.tn.gov.in', '']"
State & UTs,['Tamil Nadu'],Attached & Subordinate Offices,Apex / Autonomous Bodies / Organisations,"['Tamil Nadu State Disaster Management Authority (TNSDMA)', 'https://tnsdma.tn.gov.in', 'TNSDMA ']"
State & UTs,['Tamil Nadu'],District,"['Ariyalur', 'https://ariyalur.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Chennai', 'https://chennai.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Coimbatore', 'https://coimbatore.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Cuddalore', 'https://cuddalore.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Dharmapuri', 'https://dharmapuri.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Dindigul', 'https://dindigul.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Erode', 'https://erode.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Kanchipuram', 'https://kancheepuram.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Kanyakumari', 'https://kanniyakumari.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Karur', 'https://karur.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Krishnagiri', 'https://krishnagiri.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Madurai', 'https://madurai.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Nagapattinam', 'https://www.nagapattinam.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Namakkal', 'https://namakkal.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Nilgiris', 'https://nilgiris.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Perambalur', 'https://perambalur.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Pudukkottai', 'https://pudukkottai.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Ramanathapuram', 'https://ramanathapuram.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Salem', 'https://salem.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Sivaganga', 'https://sivaganga.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Thanjavur', 'https://thanjavur.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Theni', 'https://theni.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Thoothukudi (Tuticorin)', 'https://thoothukudi.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Tiruchirappalli', 'https://tiruchirappalli.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Tirunelveli', 'https://tirunelveli.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Tiruppur', 'https://tiruppur.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Tiruvallur', 'https://tiruvallur.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Tiruvannamalai', 'https://tiruvannamalai.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Tiruvarur', 'https://tiruvarur.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Vellore', 'https://vellore.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Viluppuram', 'https://viluppuram.nic.in']",
State & UTs,['Tamil Nadu'],District,"['Virudhunagar', 'https://virudhunagar.nic.in']",
State & UTs,['Tamil Nadu'],Local Bodies,Municipal Corporations,"['Coimbatore City Municipal Corporation', 'https://www.ccmc.gov.in', '']"
State & UTs,['Tamil Nadu'],Local Bodies,Municipal Corporations,"['Erode City Municipal Corporation', 'http://erodecorporation.gov.in', '']"
State & UTs,['Tamil Nadu'],Local Bodies,Municipal Corporations,"['Greater Chennai Corporation, Tamil Nadu', 'http://chennaicorporation.gov.in', '']"
State & UTs,['Tamil Nadu'],Local Bodies,Municipal Corporations,"['Public Relations Office, Greater Chennai Corporation', 'http://media.chennaicorporation.gov.in', '']"
State & UTs,['Tamil Nadu'],Local Bodies,Municipal Corporations,"['Salem City Municipal Corporation', 'http://www.salemcorporation.gov.in', '']"
State & UTs,['Tamil Nadu'],Local Bodies,Municipal Corporations,"['Tirupur City Municipal Corporation', 'http://www.tiruppurcorporation.com', '']"
State & UTs,['Tamil Nadu'],Local Bodies,Municipal Corporations,"['Trichy Municipal Corporation', 'http://www.trichycorporation.gov.in', '']"
State & UTs,['Telangana'],Apex Bodies,"[""Governor's Office(Raj Bhavan) (1)""]","['Governor of Telangana - Raj Bhavan, Hyderabad', 'http://governor.telangana.gov.in']"
State & UTs,['Telangana'],Apex Bodies,"[""Chief Minister's Office (1)""]","['Chief Minister of Telangana', 'http://cm.telangana.gov.in']"
State & UTs,['Telangana'],Apex Bodies,['Official Portal of State Government (1)'],"['Official Portal of Telangana Government', 'http://www.telangana.gov.in']"
State & UTs,['Telangana'],Apex Bodies,['Online Citizen Services Portal (1)'],"['Online Citizen Services Portal, Telangana', 'https://onlinetg.meeseva.gov.in/CitizenPortal/UserInterface/Citizen/OnlineLoginForm.aspx']"
State & UTs,['Telangana'],Apex Bodies,['State Information Commission (1)'],"['Telangana State Information Commission', 'http://tsic.gov.in/tsicWebsite']"
State & UTs,['Telangana'],Apex Bodies,['State Public Service Commission (1)'],"['Telangana State Public Service Commission (TSPSC)', 'http://www.tspsc.gov.in']"
State & UTs,['Telangana'],Apex Bodies,['State Consumer Disputes Redressal Commission (1)'],"['Telangana State Consumer Disputes Redressal Commission, Hyderabad', 'http://scdrc.tg.nic.in']"
State & UTs,['Telangana'],Apex Bodies,['State Electricity Regulatory Commission (1)'],"['Telangana State Electricity Regulatory Commission (TSERC)', 'http://tserc.gov.in']"
State & UTs,['Telangana'],Department,"['Agriculture and Co-operation Department, Telangana']","['Agricultural Marketing Department, Telangana', 'http://agrimarketing.telangana.gov.in', '']"
State & UTs,['Telangana'],Department,"['Agriculture and Co-operation Department, Telangana']","['Agriculture Resources Information Systems Network (AGRISNET), Telangana', 'http://agrisnet.tg.nic.in', 'AGRISNET ']"
State & UTs,['Telangana'],Department,"['Agriculture and Co-operation Department, Telangana']","['Department of Horticulture, Government of Telangana', 'http://horticulture.tg.nic.in', '']"
State & UTs,['Telangana'],Department,"['Agriculture and Co-operation Department, Telangana']","[""Rythu Bandhu (Agriculture Investment Support Scheme), Rythu Bima (Farmer's Insurance)"", 'http://rythubandhu.telangana.gov.in', ""Agriculture Investment Support Scheme Farmer's Insurance ""]"
State & UTs,['Telangana'],Department,"['Agriculture and Co-operation Department, Telangana']","['Telangana Kisan Portal', 'http://kisan.telangana.gov.in', '']"
State & UTs,['Telangana'],Department,"['Animal Husbandry, Dairy Development and Fisheries Department, Telangana']","['Directorate of Veterinary & Animal Husbandry Department, Telangana', 'http://vahd.telangana.gov.in', '']"
State & UTs,['Telangana'],Department,"['Animal Husbandry, Dairy Development and Fisheries Department, Telangana']","['P.V. Narsimha Rao Telangana Veterinary University, RajendraNagar, Hyderabad', 'http://tsvu.nic.in', '']"
State & UTs,['Telangana'],Department,"['Animal Husbandry, Dairy Development and Fisheries Department, Telangana']","['Telangana State Dairy Development Cooperative Federation Limited', 'http://tsdairy.telangana.gov.in', '']"
State & UTs,['Telangana'],Department,"['Backward Classes Welfare Department, Telangana']","['Telangana State Online Beneficiary Management and Monitoring System (OBMMS)', 'http://tsobmms.cgg.gov.in', 'OBMMS ']"
State & UTs,['Telangana'],Department,"['Consumer Affairs, Food & Civil Supplies Department, Telangana']","['National Food Security Cards, Government of Telangana', 'https://epds.telangana.gov.in', '']"
State & UTs,['Telangana'],Department,"['Endowments Department, Telangana']",[]
State & UTs,['Telangana'],Department,"['Energy Department, Telangana']","['New & Renewable Energy Development Corporation of Andhra Pradesh Ltd.', 'https://nredcap.in', '']"
State & UTs,['Telangana'],Department,"['Energy Department, Telangana']","['Telangana New & Renewable Energy Development Corporation Ltd.', 'http://tg.nedcap.gov.in', '']"
State & UTs,['Telangana'],Department,"['Energy Department, Telangana']","['Telangana State Power Generation Corporation Limited (TSGENCO)', 'http://tsgenco.telangana.gov.in', 'TSGENCO ']"
State & UTs,['Telangana'],Department,"['Energy Department, Telangana']","['Vidyut Ombudsman, Telangana', 'http://vidyutombudsman-tserc.gov.in', '']"
State & UTs,['Telangana'],Department,"['Environment, Forestes, Science and Technology Department, Telangana']","['Forest Department, Telangana', 'http://forests.telangana.gov.in', '']"
State & UTs,['Telangana'],Department,"['Environment, Forestes, Science and Technology Department, Telangana']","['Telanganaku Haritha Haram', 'http://harithaharam.telangana.gov.in', '']"
State & UTs,['Telangana'],Department,"['Environment, Forestes, Science and Technology Department, Telangana']","['Telangana State Pollution Control Board (TSPCB)', 'http://tspcb.cgg.gov.in', 'TSPCB ']"
State & UTs,['Telangana'],Department,"['Finance Department, Telangana']","['Commercial Taxes Department, Telangana', 'https://www.tgct.gov.in', '']"
State & UTs,['Telangana'],Department,"['Finance Department, Telangana']","['Directorate of Economics and Statistics, Government of Telangana', 'http://ecostat.telangana.gov.in', '']"
